specimen,landmark,x,y
UCSB-IZC00038983_R.jpg,9,286.051754,180.624244
UCSB-IZC00039393_R.jpg,1,868.692074,269.424949
UCSB-IZC00039393_R.jpg,2,841.762242,212.573083
UCSB-IZC00039393_R.jpg,3,689.159866,158.713421
UCSB-IZC00039393_R.jpg,4,668.214442,122.80698
UCSB-IZC00039393_R.jpg,5,560.495118,125.799183
UCSB-IZC00039393_R.jpg,6,503.643252,92.8849452
UCSB-IZC00039393_R.jpg,7,674.198849,257.456135
UCSB-IZC00039393_R.jpg,8,656.245628,344.230035
UCSB-IZC00039393_R.jpg,9,665.222239,377.144273
UCSB-IZC00041397_R.jpg,1,298.609346,76.9738318
UCSB-IZC00041397_R.jpg,2,318.838318,108.095327
UCSB-IZC00041397_R.jpg,3,311.057944,192.123364
UCSB-IZC00041397_R.jpg,4,314.170093,217.020561
UCSB-IZC00041397_R.jpg,5,247.258879,277.707477
UCSB-IZC00041397_R.jpg,6,247.258879,329.057944
UCSB-IZC00041397_R.jpg,7,225.473832,170.338318
UCSB-IZC00041397_R.jpg,8,188.128037,150.109346
UCSB-IZC00041397_R.jpg,9,177.235514,129.880374
UCSB-IZC00041624_R.jpg,1,859.851569,483.740004
UCSB-IZC00041624_R.jpg,2,895.908372,398.514832
UCSB-IZC00041624_R.jpg,3,794.293744,264.121292
UCSB-IZC00041624_R.jpg,4,784.460071,231.34238
UCSB-IZC00041624_R.jpg,5,640.232857,165.784555
UCSB-IZC00041624_R.jpg,6,591.064489,93.6709486
UCSB-IZC00041624_R.jpg,7,620.56551,372.291702
UCSB-IZC00041624_R.jpg,8,591.064489,441.127418
UCSB-IZC00041624_R.jpg,9,597.620271,480.462112
UCSB-IZC00042055_R.jpg,1,567.559124,211.709671
UCSB-IZC00042055_R.jpg,2,565.378875,155.023204
UCSB-IZC00042055_R.jpg,3,489.070169,98.3367366
UCSB-IZC00042055_R.jpg,4,475.988676,67.8132541
UCSB-IZC00042055_R.jpg,5,380.057732,52.5515129
UCSB-IZC00042055_R.jpg,6,338.633005,17.6675329
UCSB-IZC00042055_R.jpg,7,404.040468,181.186189
UCSB-IZC00042055_R.jpg,8,390.958975,226.971413
UCSB-IZC00042055_R.jpg,9,399.67997,250.954149
UCSB-IZC00043073_R.jpg,1,589.589159,180.81563
UCSB-IZC00043073_R.jpg,2,579.364544,127.647633
UCSB-IZC00043073_R.jpg,3,497.567626,82.659328
UCSB-IZC00043073_R.jpg,4,483.253165,56.0753295
UCSB-IZC00043073_R.jpg,5,385.096863,56.0753295
UCSB-IZC00043073_R.jpg,6,340.108558,29.491331
UCSB-IZC00043073_R.jpg,7,428.040245,180.81563
UCSB-IZC00043073_R.jpg,8,425.995322,221.714089
UCSB-IZC00043073_R.jpg,9,434.175014,246.253165
UCSB-IZC00043095_R.jpg,1,1331.17668,442.101318
UCSB-IZC00043095_R.jpg,2,1289.76699,340.877631
UCSB-IZC00043095_R.jpg,3,1004.50024,184.441025
UCSB-IZC00043095_R.jpg,4,963.090551,129.228105
UCSB-IZC00043095_R.jpg,5,806.653945,87.8184147
UCSB-IZC00043095_R.jpg,6,802.052868,60.2119547
UCSB-IZC00043095_R.jpg,7,999.899165,327.074401
UCSB-IZC00043095_R.jpg,8,967.691628,419.095935
UCSB-IZC00043095_R.jpg,9,981.494858,488.112085
UCSB-IZC00044727_R.jpg,1,573.59755,190.89122
UCSB-IZC00044727_R.jpg,2,573.59755,139.016336
UCSB-IZC00044727_R.jpg,3,492.402079,87.1414516
UCSB-IZC00044727_R.jpg,4,469.847782,60.0762948
UCSB-IZC00044727_R.jpg,5,375.119733,51.0545758
UCSB-IZC00044727_R.jpg,6,336.777427,21.7339892
UCSB-IZC00044727_R.jpg,7,413.462038,179.614071
UCSB-IZC00044727_R.jpg,8,402.18489,222.467236
UCSB-IZC00044727_R.jpg,9,411.206609,245.021533
UCSB-IZC00046379_R.jpg,1,1136.74193,379.679933
UCSB-IZC00046379_R.jpg,2,1062.76384,324.196362
UCSB-IZC00046379_R.jpg,3,900.012029,305.701838
UCSB-IZC00046379_R.jpg,4,829.732838,268.71279
UCSB-IZC00046379_R.jpg,5,637.38979,302.002933
UCSB-IZC00046379_R.jpg,6,615.196362,287.207314
UCSB-IZC00046379_R.jpg,7,822.335029,464.754743
UCSB-IZC00046379_R.jpg,8,848.227362,564.625172
UCSB-IZC00046379_R.jpg,9,885.21641,572.022981
UCSB-IZC00055923_R.jpg,1,2521.33458,935.484112
UCSB-IZC00055923_R.jpg,2,2344.9514,847.292523
UCSB-IZC00055923_R.jpg,3,1943.18972,847.292523
UCSB-IZC00055923_R.jpg,4,1894.19439,837.493458
UCSB-IZC00055923_R.jpg,5,1619.82056,964.881308
UCSB-IZC00055923_R.jpg,6,1590.42336,945.283178
UCSB-IZC00055923_R.jpg,7,1903.99346,1307.8486
UCSB-IZC00055923_R.jpg,8,2041.18037,1415.63832
UCSB-IZC00055923_R.jpg,9,2168.56822,1484.23178
UCSB-IZC00055938_R.jpg,1,3452.5713,744.978578
UCSB-IZC00055938_R.jpg,2,3291.02239,583.429664
UCSB-IZC00055938_R.jpg,3,2825.3814,450.389382
UCSB-IZC00055938_R.jpg,4,2758.86126,383.869241
UCSB-IZC00055938_R.jpg,5,2426.26055,431.383627
UCSB-IZC00055938_R.jpg,6,2369.24329,402.874995
UCSB-IZC00055938_R.jpg,7,2606.81522,916.030369
UCSB-IZC00055938_R.jpg,8,2711.34687,1106.08792
UCSB-IZC00055938_R.jpg,9,2834.88428,1248.63107
UCSB-IZC00056174_R.jpg,1,2959.18879,1075.07664
UCSB-IZC00056174_R.jpg,2,2743.02056,956.184112
UCSB-IZC00056174_R.jpg,3,2289.06729,988.609346
UCSB-IZC00056174_R.jpg,4,2224.21682,956.184112
UCSB-IZC00056174_R.jpg,5,1932.38972,1064.26822
UCSB-IZC00056174_R.jpg,6,1878.34766,1053.45981
UCSB-IZC00056174_R.jpg,7,2224.21682,1442.56262
UCSB-IZC00056174_R.jpg,8,2353.91776,1593.88037
UCSB-IZC00056174_R.jpg,9,2505.23551,1658.73084
UCSB-IZC00056229_R.jpg,1,3462.17999,704.72946
UCSB-IZC00056229_R.jpg,2,3361.76826,492.749137
UCSB-IZC00056229_R.jpg,3,2937.80761,303.082532
UCSB-IZC00056229_R.jpg,4,2882.02332,247.298236
UCSB-IZC00056229_R.jpg,5,2558.4744,213.827659
UCSB-IZC00056229_R.jpg,6,2513.84696,169.200223
UCSB-IZC00056229_R.jpg,7,2636.57242,660.102023
UCSB-IZC00056229_R.jpg,8,2692.35671,872.082346
UCSB-IZC00056229_R.jpg,9,2803.9253,1005.96466
UCSB-IZC00056246_R.jpg,1,2602.30659,698.423167
UCSB-IZC00056246_R.jpg,2,2466.31921,562.43579
UCSB-IZC00056246_R.jpg,3,2146.34891,466.4447
UCSB-IZC00056246_R.jpg,4,2082.35485,434.44767
UCSB-IZC00056246_R.jpg,5,1818.37936,458.445443
UCSB-IZC00056246_R.jpg,6,1778.38307,426.448413
UCSB-IZC00056246_R.jpg,7,1962.36599,810.412771
UCSB-IZC00056246_R.jpg,8,2034.35931,962.398663
UCSB-IZC00056246_R.jpg,9,2138.34966,1050.3905
UCSB-IZC00059163_R.jpg,1,1913.38719,424.303471
UCSB-IZC00059163_R.jpg,2,1832.91346,310.299016
UCSB-IZC00059163_R.jpg,3,1557.96154,156.057694
UCSB-IZC00059163_R.jpg,4,1531.13696,129.233117
UCSB-IZC00059163_R.jpg,5,1356.7772,95.7023947
UCSB-IZC00059163_R.jpg,6,1336.65877,68.877817
UCSB-IZC00059163_R.jpg,7,1450.66323,390.772749
UCSB-IZC00059163_R.jpg,8,1490.90009,511.483349
UCSB-IZC00059163_R.jpg,9,1537.8431,585.250937
UCSB-IZC00059165_R.jpg,1,1858.68127,421.584927
UCSB-IZC00059165_R.jpg,2,1763.95322,320.541674
UCSB-IZC00059165_R.jpg,3,1492.39948,187.922406
UCSB-IZC00059165_R.jpg,4,1467.13867,150.031186
UCSB-IZC00059165_R.jpg,5,1283.99777,137.40078
UCSB-IZC00059165_R.jpg,6,1258.73696,112.139967
UCSB-IZC00059165_R.jpg,7,1391.35623,390.00891
UCSB-IZC00059165_R.jpg,8,1435.56265,509.997772
UCSB-IZC00059165_R.jpg,9,1486.08428,585.780212
UCSB-IZC00059193_R.jpg,1,1931.9315,436.866159
UCSB-IZC00059193_R.jpg,2,1861.63727,321.839243
UCSB-IZC00059193_R.jpg,3,1567.6796,213.20271
UCSB-IZC00059193_R.jpg,4,1535.72768,162.079636
UCSB-IZC00059193_R.jpg,5,1350.40653,162.079636
UCSB-IZC00059193_R.jpg,6,1331.23538,136.518099
UCSB-IZC00059193_R.jpg,7,1484.6046,436.866159
UCSB-IZC00059193_R.jpg,8,1522.94691,551.893076
UCSB-IZC00059193_R.jpg,9,1593.24114,628.577687
UCSB-IZC00059196_R.jpg,1,1944.98437,419.6261
UCSB-IZC00059196_R.jpg,2,1858.78185,300.268758
UCSB-IZC00059196_R.jpg,3,1560.38849,174.280453
UCSB-IZC00059196_R.jpg,4,1513.97175,134.494672
UCSB-IZC00059196_R.jpg,5,1368.09055,101.339855
UCSB-IZC00059196_R.jpg,6,1348.19766,88.0779283
UCSB-IZC00059196_R.jpg,7,1454.29308,373.209356
UCSB-IZC00059196_R.jpg,8,1487.44789,492.566698
UCSB-IZC00059196_R.jpg,9,1547.12656,592.031149
UCSB-IZC00064648_R.jpg,1,567.975348,233.358121
UCSB-IZC00064648_R.jpg,2,572.305773,179.227808
UCSB-IZC00064648_R.jpg,3,503.018972,109.941006
UCSB-IZC00064648_R.jpg,4,492.192909,79.6280304
UCSB-IZC00064648_R.jpg,5,390.427919,64.4715426
UCSB-IZC00064648_R.jpg,6,349.288881,25.4977167
UCSB-IZC00064648_R.jpg,7,407.749619,198.714721
UCSB-IZC00064648_R.jpg,8,392.593132,248.514609
UCSB-IZC00064648_R.jpg,9,396.923557,274.49716
UCSB-IZC00064947_R.jpg,1,1023.7537,257.311342
UCSB-IZC00064947_R.jpg,2,999.650678,202.218712
UCSB-IZC00064947_R.jpg,3,765.506998,119.579766
UCSB-IZC00064947_R.jpg,4,724.187526,67.9304251
UCSB-IZC00064947_R.jpg,5,596.785818,54.1572675
UCSB-IZC00064947_R.jpg,6,586.45595,36.9408205
UCSB-IZC00064947_R.jpg,7,786.166735,212.54858
UCSB-IZC00064947_R.jpg,8,762.063709,284.857657
UCSB-IZC00064947_R.jpg,9,793.053314,322.733841
